City Name,Total No. of Live Births (in Thousands)201314,Total No. of Live Births (in Thousands)201415,Total No. of Live Births (in Thousands)201516,Total No. of Live Births (in Thousands)201617,Total No. of Live Births (in Thousands)201718,No. of Deaths  Total (in Thousands)201314,No. of Deaths  Total (in Thousands)201415,No. of Deaths  Total (in Thousands)201516,No. of Deaths  Total (in Thousands)201617,No. of Deaths  Total (in Thousands)201718,No. of Deaths  Male (in Thousands)201314,No. of Deaths  Male (in Thousands)201415,No. of Deaths  Male (in Thousands)201516,No. of Deaths  Male (in Thousands)201617,No. of Deaths  Male (in Thousands)201718,No. of Deaths Female (in Thousands)201314,No. of Deaths  Female (in Thousands)201415,No. of Deaths  Female (in Thousands)201516,No. of Deaths  Female (in Thousands)201617,No. of Deaths  Female (in Thousands)201718,No. of Deaths  Infants (01 year) (in Thousands)201314,No. of Deaths  Infants (01 year) (in Thousands)201415,No. of Deaths  Infants (01 year) (in Thousands)201516,No. of Deaths  Infants (01 year) (in Thousands)201617,No. of Deaths  Infants (01 year) (in Thousands)201718,No. of Deaths  Children (15 years) (in Thousands)201314,"No. of Deaths  Children (15 years)
(in Thousands)201415","No. of Deaths  Children (15 years)
(in Thousands)201516","No. of Deaths  Children (15 years)
(in Thousands)201617","No. of Deaths  Children (15 years)
(in Thousands)201718",No. of Deaths  age above 5 years (in Thousands)201314,"No. of Deaths  age above 5 years
 (in Thousands)201415","No. of Deaths  age above 5 years
 (in Thousands)201516","No. of Deaths  age above 5 years
 (in Thousands)201617","No. of Deaths  age above 5 years
 (in Thousands)201718"
Lucknow,107180,103926,80130,108479,NA,21017,29218,18285,26117,NA,11741,16338,9577,14658,NA,9276,12880,8708,11459,NA,658,122,143,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
