City Name,"Type of Waste (organic, inorganic, wet, dry, mix)",Quantity (tpd),Process technology - (Composting / Incineration / Landfill / Recycling / Windrow Composting / Anaerobic Digestion / Production of Refused Driven Fuel / Biomethanation / Plasma Pyrolosis),Plant location (address),Plant capacity (TPD),Waste to Energy initiative (Y/N),Power generated by Waste-to-Energy initiative (in MW)
Lucknow,Mix,1350,Composting,"Village Shivari, Mohan Road Lucknow",2000,Yes,15 MW
