"id","year","state_name","state_code","sector","enterprise_type","activity","no_enterprises","msme_micro","msme_small","msme_medium","msme_total","non_msme","female_employees","male_employees","total_employees","formal_ann_salary","informal_ann_salary","all_ann_salary","less_than_4hours","hours_4to7","more_than_8hours","wh_not_reported","gross_value_added","per_employee_gva","per_enterprise_gva","within_hh","fixed","temporary_kiosk","no_fixed","mobile","total_outsidehh","ent_notreported","avg_gva_lessthan4hr","avg_gv_4to8hr","avg_gva_above8hr","avg_gva_all","proprietary_male","proprietary_female","proprietary_same_hh","proprietary_diff_hh","proprietary_shg","proprietary_trust","proprietary_others","proprietary_nr","perennial","seasonal","casual","operation_nr","own_management","usual_discharge","road_river_nala","not_generated_lw","local_civicauthority","authorised_ground","own_system","road_side","noprovision_thers","not_generated_sw","no_assistance","financial_loan","subsidy","machinery_equipment","skill_devlopment","marketing","raw_material","other_assistance","no_problems","power_cuts","shortage_raw_materials","fall_demand","high_cost_credit","non_recovery_financial_dues","non_available_labours","non_available_skilled_labour","labour_disputes","problems_others","not_registered","establishment_act","local_body","sales_tax_act","provident_fund_act","esc_act","stock_exchange","other_industry_act","donation_grants","major_receipt_others","not_any","data_collected","data_not_collected","no_accounts","st","sc","obc","social_groups_other","unknown"
0,"2016","Jammu and Kashmir","1","Rural","Own Account Enterprises","Manufacturing",133381.0,133381.0,0.0,0.0,133381.0,0.0,45678.0,106503.0,152182.0,0.0,73566.0,73566.0,"","","","",1175.0,77210.18,88093.51,80350.0,124285.0,67139.0,0.0,108613.0,100260.0,0.0,44104.0,58808.0,93862.0,76535.0,73.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0,97.0,3.0,0.0,0.0,0.0,0.0,22.0,78.0,0.0,0.0,4.0,44.0,44.0,8.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,11.0,5.0,12.0,3.0,24.0,0.0,1.0,0.0,5.0,77.0,4.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,100.0,0.0,0.0,100.0,9.0,7.0,14.0,70.0,0.0
1,"2016","Jammu and Kashmir","1","Rural","Own Account Enterprises","Trade",89768.0,89768.0,0.0,0.0,89768.0,0.0,3023.0,93440.0,96495.0,0.0,27688.0,27688.0,1.0,15.0,85.0,0.0,922.0,95548.99,102709.2,90299.0,107378.0,99425.0,0.0,63753.0,91923.0,0.0,35094.0,73106.0,94179.0,90724.0,98.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,13.0,87.0,0.0,1.0,3.0,72.0,18.0,7.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,14.0,1.0,6.0,5.0,34.0,0.0,0.0,0.0,5.0,56.0,31.0,12.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,100.0,0.0,6.0,94.0,6.0,7.0,9.0,78.0,0.0
2,"2016","Jammu and Kashmir","1","Rural","Own Account Enterprises","Services",79974.0,79925.0,49.0,0.0,79974.0,0.0,3633.0,76649.0,80282.0,0.0,67200.0,67200.0,12.0,24.0,64.0,0.0,946.0,117834.63,118288.45,101970.0,114900.0,136643.0,136866.0,151350.0,123069.0,0.0,48981.0,94984.0,132990.0,113690.0,95.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,99.0,1.0,0.0,0.0,0.0,3.0,49.0,48.0,0.0,0.0,3.0,57.0,17.0,22.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,7.0,0.0,5.0,2.0,6.0,1.0,1.0,0.0,8.0,49.0,8.0,11.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,100.0,0.0,1.0,99.0,7.0,15.0,14.0,64.0,0.0
3,"2016","Jammu and Kashmir","1","Rural","Own Account Enterprises","Total",303123.0,303073.0,49.0,0.0,303123.0,0.0,52334.0,276593.0,328959.0,0.0,58424.0,58424.0,4.0,32.0,64.0,0.0,3044.0,92534.33,100421.28,85543.0,112147.0,94033.0,136866.0,139165.0,119415.0,0.0,47743.0,67322.0,103573.0,89934.0,86.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,98.0,2.0,0.0,0.0,0.0,1.0,26.0,73.0,0.0,0.0,4.0,56.0,29.0,11.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,11.0,2.0,9.0,3.0,22.0,1.0,1.0,0.0,6.0,63.0,13.0,7.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,100.0,0.0,2.0,98.0,7.0,9.0,13.0,71.0,0.0
4,"2016","Jammu and Kashmir","1","Rural","Establishment","Manufacturing",18352.0,18352.0,0.0,0.0,18352.0,0.0,4006.0,42284.0,46290.0,36389.0,63798.0,63647.0,"","","","",478.0,103262.05,260462.08,208707.0,304714.0,277800.0,132230.0,137990.0,231333.0,0.0,67230.0,75849.0,105590.0,102818.0,97.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,32.0,67.0,0.0,0.0,7.0,32.0,59.0,3.0,99.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,39.0,37.0,2.0,6.0,1.0,44.0,1.0,2.0,0.0,4.0,47.0,31.0,4.0,1.0,0.0,0.0,0.0,42.0,0.0,0.0,100.0,0.0,7.0,93.0,5.0,5.0,16.0,75.0,0.0
5,"2016","Jammu and Kashmir","1","Rural","Establishment","Trade",6332.0,6232.0,100.0,0.0,6332.0,0.0,99.0,14543.0,14832.0,82109.0,51430.0,51547.0,1.0,11.0,89.0,0.0,174.0,117313.91,274794.69,156641.0,285122.0,0.0,0.0,0.0,0.0,0.0,19637.0,77051.0,121776.0,116164.0,97.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,98.0,2.0,0.0,0.0,0.0,0.0,18.0,82.0,2.0,0.0,3.0,89.0,4.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,21.0,0.0,3.0,5.0,17.0,3.0,5.0,0.0,8.0,43.0,35.0,15.0,4.0,0.0,0.0,0.0,22.0,0.0,0.0,100.0,0.0,12.0,88.0,5.0,7.0,6.0,81.0,2.0
6,"2016","Jammu and Kashmir","1","Rural","Establishment","Services",15665.0,14848.0,817.0,0.0,15665.0,0.0,13776.0,40955.0,54731.0,75705.0,54747.0,56296.0,0.0,41.0,59.0,0.0,523.0,95558.27,333865.31,227507.0,442400.0,0.0,377183.0,254687.0,244346.0,0.0,44963.0,74504.0,108760.0,94611.0,96.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,2.0,0.0,57.0,40.0,2.0,0.0,2.0,52.0,30.0,14.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,10.0,0.0,3.0,6.0,32.0,1.0,4.0,0.0,6.0,14.0,13.0,6.0,0.0,1.0,0.0,0.0,76.0,0.0,1.0,99.0,0.0,17.0,83.0,7.0,6.0,10.0,77.0,0.0
7,"2016","Jammu and Kashmir","1","Rural","Establishment","Total",40348.0,39431.0,917.0,0.0,40348.0,0.0,17881.0,97782.0,115853.0,73810.0,57861.0,58516.0,0.0,24.0,76.0,0.0,1175.0,101421.63,291216.41,211662.0,339735.0,277800.0,340210.0,252332.0,243326.0,0.0,46526.0,74846.0,109205.0,100652.0,97.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,99.0,1.0,0.0,0.0,1.0,0.0,40.0,59.0,1.0,0.0,4.0,49.0,39.0,7.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,24.0,1.0,4.0,4.0,35.0,1.0,3.0,0.0,5.0,34.0,25.0,6.0,1.0,0.0,0.0,0.0,52.0,0.0,0.0,100.0,0.0,12.0,88.0,5.0,6.0,12.0,77.0,0.0
8,"2016","Jammu and Kashmir","1","Rural","All","Manufacturing",151732.0,151732.0,0.0,0.0,151732.0,0.0,49684.0,148788.0,198472.0,36389.0,63864.0,63714.0,"","","","",1653.0,83286.3,108942.09,89326.0,182305.0,74923.0,132230.0,109345.0,107096.0,0.0,46924.0,59703.0,97973.0,82642.0,76.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,98.0,2.0,0.0,0.0,0.0,0.0,23.0,77.0,0.0,0.0,5.0,42.0,46.0,7.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,14.0,4.0,12.0,2.0,26.0,1.0,1.0,0.0,5.0,73.0,7.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,100.0,0.0,1.0,99.0,8.0,7.0,14.0,70.0,0.0
9,"2016","Jammu and Kashmir","1","Rural","All","Trade",96100.0,96000.0,100.0,0.0,96100.0,0.0,3122.0,107983.0,111326.0,82109.0,51149.0,51266.0,1.0,14.0,85.0,0.0,1097.0,98539.42,114151.92,91691.0,121978.0,99425.0,0.0,63753.0,91923.0,0.0,32649.0,73491.0,97868.0,93999.0,98.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,1.0,0.0,0.0,0.0,0.0,13.0,87.0,1.0,1.0,3.0,73.0,17.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,14.0,1.0,6.0,5.0,33.0,0.0,1.0,0.0,5.0,55.0,31.0,12.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0,100.0,0.0,6.0,94.0,6.0,7.0,9.0,78.0,0.0
10,"2016","Jammu and Kashmir","1","Rural","All","Services",95639.0,94772.0,866.0,0.0,95639.0,0.0,17409.0,117605.0,135013.0,75705.0,54749.0,56298.0,8.0,30.0,62.0,0.0,1469.0,108804.34,153598.42,114926.0,194068.0,136643.0,186723.0,178705.0,131422.0,0.0,48902.0,84082.0,123796.0,106078.0,95.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,99.0,1.0,0.0,0.0,1.0,2.0,50.0,47.0,0.0,0.0,3.0,57.0,19.0,21.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,7.0,0.0,4.0,3.0,10.0,1.0,1.0,0.0,8.0,44.0,9.0,10.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,100.0,0.0,4.0,97.0,7.0,14.0,14.0,66.0,0.0
11,"2016","Jammu and Kashmir","1","Rural","All","Total",343471.0,342505.0,966.0,0.0,343471.0,0.0,70216.0,374375.0,444812.0,73810.0,57863.0,58515.0,3.0,30.0,67.0,0.0,4219.0,94849.06,122834.24,94292.0,151506.0,97196.0,184784.0,163602.0,127385.0,0.0,47694.0,68869.0,105196.0,92683.0,87.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,99.0,2.0,0.0,0.0,0.0,1.0,28.0,71.0,0.0,0.0,4.0,55.0,30.0,11.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,12.0,2.0,8.0,3.0,23.0,1.0,1.0,0.0,6.0,60.0,14.0,7.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,100.0,0.0,3.0,97.0,7.0,9.0,13.0,71.0,0.0
12,"2016","Jammu and Kashmir","1","Urban","Own Account Enterprises","Manufacturing",61037.0,61037.0,0.0,0.0,61037.0,0.0,30139.0,41886.0,72025.0,0.0,63695.0,63695.0,"","","","",532.0,73863.24,87160.25,55663.0,168265.0,109747.0,90600.0,91270.0,136337.0,0.0,27949.0,51122.0,103842.0,72624.0,55.0,44.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2.0,4.0,93.0,47.0,1.0,2.0,34.0,9.0,7.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,6.0,3.0,15.0,2.0,25.0,0.0,1.0,0.0,16.0,75.0,12.0,16.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,0.0,1.0,99.0,8.0,4.0,5.0,81.0,3.0
13,"2016","Jammu and Kashmir","1","Urban","Own Account Enterprises","Trade",150917.0,150885.0,32.0,0.0,150917.0,0.0,2258.0,163733.0,165992.0,0.0,56721.0,56721.0,0.0,7.0,93.0,0.0,2970.0,178924.28,196796.92,160476.0,207091.0,97763.0,164063.0,0.0,133961.0,0.0,0.0,110491.0,180011.0,175140.0,97.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,1.0,2.0,97.0,70.0,0.0,0.0,23.0,2.0,5.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,72.0,7.0,0.0,7.0,3.0,13.0,0.0,0.0,0.0,4.0,17.0,70.0,68.0,4.0,0.0,0.0,0.0,7.0,0.0,1.0,99.0,0.0,14.0,86.0,3.0,6.0,3.0,87.0,1.0
14,"2016","Jammu and Kashmir","1","Urban","Own Account Enterprises","Services",54932.0,54911.0,22.0,0.0,54932.0,0.0,5028.0,56634.0,61661.0,0.0,63390.0,63390.0,6.0,28.0,66.0,0.0,751.0,121794.98,136714.48,117664.0,149731.0,150174.0,128664.0,121026.0,122362.0,0.0,64848.0,122009.0,122411.0,118836.0,92.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.0,10.0,31.0,57.0,39.0,1.0,1.0,41.0,2.0,15.0,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,11.0,0.0,7.0,3.0,3.0,0.0,0.0,0.0,13.0,40.0,26.0,27.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,100.0,0.0,5.0,95.0,11.0,14.0,6.0,68.0,1.0
15,"2016","Jammu and Kashmir","1","Urban","Own Account Enterprises","Total",266886.0,266833.0,53.0,0.0,266886.0,0.0,37425.0,262253.0,299678.0,0.0,58541.0,58541.0,4.0,20.0,76.0,0.0,4254.0,141952.36,159393.91,79263.0,194155.0,110156.0,134031.0,116106.0,129896.0,0.0,39739.0,82908.0,158704.0,138964.0,87.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,9.0,88.0,58.0,1.0,1.0,29.0,4.0,7.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,8.0,1.0,9.0,3.0,14.0,0.0,0.0,0.0,9.0,35.0,48.0,48.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,100.0,0.0,9.0,91.0,6.0,7.0,4.0,82.0,1.0
16,"2016","Jammu and Kashmir","1","Urban","Establishment","Manufacturing",21624.0,21471.0,153.0,0.0,21624.0,0.0,3512.0,60150.0,63663.0,79256.0,74314.0,74403.0,"","","","",869.0,136500.02,401868.28,344343.0,408482.0,915600.0,191640.0,0.0,147439.0,0.0,0.0,127065.0,134013.0,133641.0,95.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,7.0,9.0,84.0,62.0,2.0,4.0,20.0,11.0,2.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,17.0,1.0,19.0,1.0,13.0,2.0,5.0,0.0,5.0,38.0,41.0,43.0,3.0,0.0,0.0,0.0,19.0,0.0,0.0,100.0,0.0,9.0,91.0,6.0,4.0,8.0,76.0,5.0
17,"2016","Jammu and Kashmir","1","Urban","Establishment","Trade",48613.0,48037.0,576.0,0.0,48613.0,0.0,1176.0,144570.0,145745.0,116807.0,70319.0,79152.0,0.0,3.0,97.0,0.0,4411.0,302651.91,907370.44,248751.0,933520.0,273454.0,306943.0,0.0,499200.0,0.0,0.0,168023.0,305744.0,302053.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,6.0,92.0,83.0,0.0,1.0,14.0,1.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,8.0,0.0,2.0,2.0,10.0,1.0,2.0,0.0,4.0,3.0,81.0,79.0,25.0,4.0,0.0,0.0,34.0,0.0,0.0,100.0,0.0,61.0,39.0,1.0,1.0,2.0,94.0,2.0
18,"2016","Jammu and Kashmir","1","Urban","Establishment","Services",28303.0,26792.0,1487.0,5.0,28284.0,20.0,32240.0,84030.0,116493.0,83533.0,66822.0,71455.0,1.0,29.0,71.0,0.0,1453.0,124728.52,513373.16,779392.0,506014.0,398826.0,454512.0,324495.0,386874.0,0.0,125359.0,125458.0,123637.0,124167.0,89.0,5.0,0.0,1.0,0.0,5.0,0.0,0.0,99.0,1.0,0.0,0.0,5.0,19.0,30.0,46.0,67.0,0.0,1.0,24.0,1.0,7.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,76.0,9.0,0.0,2.0,1.0,8.0,3.0,3.0,0.0,5.0,14.0,52.0,56.0,4.0,1.0,0.0,0.0,41.0,0.0,5.0,95.0,0.0,30.0,70.0,5.0,3.0,5.0,87.0,0.0
19,"2016","Jammu and Kashmir","1","Urban","Establishment","Total",98540.0,96300.0,2215.0,5.0,98520.0,20.0,36928.0,288750.0,325901.0,97357.0,69997.0,75256.0,0.0,13.0,87.0,0.0,6733.0,206596.48,683275.81,430444.0,702865.0,365554.0,404010.0,324495.0,373052.0,0.0,125359.0,129663.0,216210.0,205227.0,95.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,2.0,7.0,14.0,77.0,74.0,1.0,1.0,18.0,3.0,3.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,72.0,10.0,0.0,6.0,1.0,10.0,1.0,3.0,0.0,4.0,14.0,64.0,64.0,14.0,2.0,0.0,0.0,33.0,0.0,2.0,99.0,0.0,41.0,59.0,3.0,2.0,4.0,88.0,2.0
20,"2016","Jammu and Kashmir","1","Urban","All","Manufacturing",82661.0,82508.0,153.0,0.0,82661.0,0.0,33651.0,102036.0,135687.0,79256.0,74241.0,74331.0,"","","","",1401.0,103252.34,169487.42,68815.0,299944.0,127724.0,121689.0,91270.0,137390.0,0.0,27949.0,58634.0,123388.0,101311.0,66.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,3.0,6.0,91.0,51.0,1.0,3.0,30.0,9.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,9.0,2.0,16.0,2.0,22.0,1.0,2.0,0.0,13.0,66.0,19.0,23.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,0.0,3.0,97.0,8.0,4.0,5.0,80.0,3.0
21,"2016","Jammu and Kashmir","1","Urban","All","Trade",199529.0,198922.0,607.0,0.0,199529.0,0.0,3434.0,308303.0,311737.0,116807.0,70095.0,78852.0,0.0,5.0,95.0,0.0,7381.0,236770.09,369921.16,176330.0,399288.0,99450.0,182889.0,0.0,134654.0,0.0,0.0,124747.0,239615.0,233866.0,97.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,3.0,96.0,73.0,0.0,0.0,21.0,2.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,7.0,0.0,6.0,3.0,13.0,0.0,1.0,0.0,4.0,14.0,73.0,71.0,9.0,1.0,0.0,0.0,13.0,0.0,1.0,100.0,0.0,25.0,75.0,2.0,5.0,3.0,89.0,1.0
22,"2016","Jammu and Kashmir","1","Urban","All","Services",83236.0,81702.0,1508.0,5.0,83216.0,20.0,37267.0,140664.0,178155.0,83533.0,66813.0,71439.0,3.0,28.0,69.0,0.0,2204.0,123712.5,264789.28,202606.0,318366.0,158192.0,167413.0,131585.0,154130.0,0.0,73459.0,124280.0,123224.0,122297.0,91.0,6.0,0.0,1.0,0.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,3.0,13.0,31.0,54.0,49.0,1.0,1.0,35.0,2.0,12.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,70.0,10.0,0.0,5.0,2.0,5.0,1.0,1.0,0.0,10.0,31.0,35.0,37.0,2.0,1.0,0.0,0.0,36.0,0.0,2.0,98.0,0.0,14.0,87.0,9.0,10.0,6.0,74.0,1.0
23,"2016","Jammu and Kashmir","1","Urban","All","Total",365426.0,363133.0,2268.0,5.0,365406.0,20.0,74353.0,551003.0,625579.0,97357.0,69887.0,75126.0,2.0,16.0,82.0,0.0,10987.0,175629.3,300662.78,107075.0,369585.0,114062.0,168603.0,125211.0,142264.0,0.0,44049.0,101686.0,190408.0,173245.0,89.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,4.0,10.0,85.0,63.0,1.0,1.0,26.0,4.0,6.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,68.0,8.0,1.0,8.0,2.0,13.0,1.0,1.0,0.0,8.0,29.0,52.0,52.0,6.0,1.0,0.0,0.0,18.0,0.0,1.0,99.0,0.0,18.0,83.0,5.0,6.0,4.0,83.0,2.0
24,"2016","Jammu and Kashmir","1","Total","Own Account Enterprises","Manufacturing",194418.0,194418.0,0.0,0.0,194418.0,0.0,75817.0,148389.0,224206.0,0.0,67603.0,67603.0,"","","","",1707.0,76135.34,87800.52,73288.0,143320.0,74335.0,90600.0,102074.0,105483.0,0.0,30093.0,56504.0,96852.0,75272.0,67.0,31.0,1.0,1.0,0.0,0.0,0.0,0.0,98.0,2.0,0.0,0.0,0.0,1.0,16.0,83.0,15.0,0.0,4.0,41.0,33.0,7.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,10.0,4.0,13.0,2.0,24.0,0.0,1.0,0.0,9.0,76.0,6.0,5.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,100.0,0.0,1.0,100.0,9.0,6.0,11.0,73.0,1.0
25,"2016","Jammu and Kashmir","1","Total","Own Account Enterprises","Trade",240685.0,240653.0,32.0,0.0,240685.0,0.0,5282.0,257174.0,262487.0,0.0,54758.0,54758.0,0.0,10.0,90.0,0.0,3892.0,148274.02,161705.14,108775.0,173675.0,97965.0,164063.0,63753.0,128254.0,0.0,35094.0,89713.0,149688.0,143502.0,98.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.0,1.0,6.0,93.0,44.0,0.0,1.0,41.0,8.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,9.0,0.0,7.0,4.0,21.0,0.0,0.0,0.0,4.0,32.0,56.0,47.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,0.0,11.0,89.0,4.0,6.0,5.0,84.0,1.0
26,"2016","Jammu and Kashmir","1","Total","Own Account Enterprises","Services",134906.0,134835.0,71.0,0.0,134906.0,0.0,8661.0,133283.0,141944.0,0.0,63529.0,63529.0,10.0,25.0,65.0,0.0,1698.0,119624.64,125865.41,106033.0,135156.0,146434.0,133827.0,137102.0,122951.0,0.0,53291.0,107660.0,128328.0,115911.0,94.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,99.0,1.0,0.0,0.0,1.0,6.0,42.0,52.0,16.0,1.0,2.0,51.0,11.0,19.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,8.0,0.0,6.0,2.0,5.0,1.0,0.0,0.0,10.0,46.0,15.0,18.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,100.0,0.0,2.0,98.0,8.0,15.0,11.0,66.0,1.0
27,"2016","Jammu and Kashmir","1","Total","Own Account Enterprises","Total",570009.0,569906.0,102.0,0.0,570009.0,0.0,89759.0,538846.0,628636.0,0.0,58524.0,58524.0,4.0,26.0,70.0,0.0,7297.0,116076.71,128015.52,83795.0,162971.0,105988.0,135655.0,128946.0,122803.0,0.0,43771.0,72925.0,132088.0,113219.0,86.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,99.0,1.0,0.0,0.0,0.0,2.0,18.0,80.0,28.0,0.0,2.0,43.0,17.0,9.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,9.0,2.0,9.0,3.0,18.0,0.0,0.0,0.0,7.0,50.0,29.0,26.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,100.0,0.0,5.0,95.0,7.0,8.0,9.0,76.0,1.0
28,"2016","Jammu and Kashmir","1","Total","Establishment","Manufacturing",39975.0,39823.0,153.0,0.0,39975.0,0.0,7519.0,102434.0,109953.0,72174.0,70136.0,70163.0,"","","","",1347.0,122506.89,336960.59,236213.0,373343.0,346562.0,142268.0,137990.0,210884.0,0.0,67230.0,99343.0,122452.0,120793.0,96.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,20.0,76.0,34.0,1.0,5.0,26.0,33.0,2.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,26.0,1.0,13.0,1.0,27.0,1.0,3.0,0.0,4.0,42.0,37.0,25.0,2.0,0.0,0.0,0.0,29.0,0.0,0.0,100.0,0.0,8.0,92.0,6.0,4.0,12.0,76.0,3.0
29,"2016","Jammu and Kashmir","1","Total","Establishment","Trade",54944.0,54269.0,676.0,0.0,54944.0,0.0,1275.0,159113.0,160577.0,116749.0,68579.0,77048.0,0.0,3.0,97.0,0.0,4586.0,285595.06,834668.0,228945.0,861280.0,273454.0,306943.0,0.0,499200.0,0.0,19637.0,141521.0,290012.0,284717.0,99.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,8.0,91.0,73.0,0.0,1.0,22.0,1.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,9.0,0.0,2.0,2.0,11.0,1.0,2.0,0.0,5.0,8.0,75.0,71.0,23.0,3.0,0.0,0.0,32.0,0.0,0.0,100.0,0.0,55.0,45.0,2.0,2.0,3.0,92.0,2.0
30,"2016","Jammu and Kashmir","1","Total","Establishment","Services",43968.0,41639.0,2304.0,5.0,43948.0,20.0,46016.0,124985.0,171224.0,82720.0,62504.0,66864.0,1.0,33.0,67.0,0.0,1976.0,115404.38,449417.75,398003.0,493078.0,398826.0,395189.0,262976.0,282678.0,0.0,105609.0,105044.0,119435.0,114690.0,92.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,100.0,1.0,0.0,0.0,4.0,12.0,40.0,44.0,44.0,0.0,1.0,34.0,11.0,10.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,67.0,9.0,0.0,2.0,3.0,17.0,2.0,3.0,0.0,5.0,14.0,38.0,38.0,3.0,1.0,0.0,0.0,53.0,0.0,3.0,97.0,0.0,26.0,74.0,6.0,4.0,7.0,84.0,0.0
31,"2016","Jammu and Kashmir","1","Total","Establishment","Total",138888.0,135731.0,3132.0,5.0,138868.0,20.0,54809.0,386532.0,441754.0,95825.0,66611.0,71140.0,0.0,16.0,84.0,0.0,7908.0,179013.66,569379.63,279020.0,631702.0,340797.0,356937.0,260749.0,278523.0,0.0,90574.0,107332.0,191047.0,177783.0,96.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,2.0,5.0,21.0,72.0,53.0,0.0,2.0,27.0,13.0,5.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,64.0,14.0,1.0,5.0,2.0,17.0,1.0,3.0,0.0,5.0,20.0,52.0,47.0,10.0,2.0,0.0,0.0,38.0,0.0,1.0,99.0,0.0,32.0,68.0,4.0,3.0,7.0,85.0,2.0
